Sentence,Labels,POS,Words
যারা গরীবদের সাহায্য করে তারা আল্লাহর দ্বারা আশীর্বাদ করবেন প্রাপ্ত হন,Complex,"['সর্বনাম', 'বিশেষ্য', 'বিশেষ্য', 'ক্রিয়া', 'সর্বনাম', 'বিশেষ্য', 'বিশেষণ', 'বিশেষ্য', 'ক্রিয়া', 'বিশেষণ', 'ক্রিয়া']","['যারা', 'গরীবদের', 'সাহায্য', 'করে', 'তারা', 'আল্লাহর', 'দ্বারা', 'আশীর্বাদ', 'করবেন', 'প্রাপ্ত', 'হন']"
যেহেতু রাস্তায় একটা এক্সিডেন্ট হয়েছিল সেহেতু কলেজে যেতে দেরি হয়ে গেল।,Complex,"['অব্যয়', 'বিশেষ্য', 'বিশেষণ', 'বিশেষ্য', 'ক্রিয়া', 'অব্যয়', 'বিশেষ্য', 'ক্রিয়া', 'বিশেষ্য', 'ক্রিয়া', 'ক্রিয়া']","['যেহেতু', 'রাস্তায়', 'একটা', 'এক্সিডেন্ট', 'হয়েছিল', 'সেহেতু', 'কলেজে', 'যেতে', 'দেরি', 'হয়ে', 'গেল।']"
যেই সাপটিকে আঘাত করলেন সেই সাপটি পালিয়ে গেল।,Complex,"['অব্যয়', 'বিশেষ্য', 'বিশেষ্য', 'ক্রিয়া', 'অব্যয়', 'বিশেষ্য', 'ক্রিয়া', 'ক্রিয়া']","['যেই', 'সাপটিকে', 'আঘাত', 'করলেন', 'সেই', 'সাপটি', 'পালিয়ে', 'গেল।']"
যতটুকু চেষ্টা করলো ততটুকু খেলায় উত্তীর্ণ হতে পারেনি।,Complex,"['অব্যয়', 'বিশেষ্য', 'ক্রিয়া', 'অব্যয়', 'বিশেষ্য', 'বিশেষণ', 'ক্রিয়া', 'ক্রিয়া']","['যতটুকু', 'চেষ্টা', 'করলো', 'ততটুকু', 'খেলায়', 'উত্তীর্ণ', 'হতে', 'পারেনি।']"
সুষম খাবার না খেলে আপনার স্বাস্থ্য নষ্ট হবে।,Complex,"['বিশেষণ', 'বিশেষ্য', 'অব্যয়', 'ক্রিয়া', 'সর্বনাম', 'বিশেষ্য', 'বিশেষণ', 'ক্রিয়া']","['সুষম', 'খাবার', 'না', 'খেলে', 'আপনার', 'স্বাস্থ্য', 'নষ্ট', 'হবে।']"
যতি না পড়ো তবে পাশ করবে না।,Complex,"['অব্যয়', 'অব্যয়', 'ক্রিয়া', 'অব্যয়', 'ক্রিয়া', 'ক্রিয়া', 'অব্যয়']","['যতি', 'না', 'পড়ো', 'তবে', 'পাশ', 'করবে', 'না।']"
যখন সে আমাকে কিছু বলেছিল তখন আমি বুঝতে পারিনি।,Complex,"['অব্যয়', 'সর্বনাম', 'সর্বনাম', 'বিশেষণ', 'ক্রিয়া', 'অব্যয়', 'সর্বনাম', 'ক্রিয়া', 'ক্রিয়া']","['যখন', 'সে', 'আমাকে', 'কিছু', 'বলেছিল', 'তখন', 'আমি', 'বুঝতে', 'পারিনি।']"
তিনি যেই অ্যাপার্টমেন্ট কিনেছিলেন সেইটা চমৎকার ছিল।,Complex,"['সর্বনাম', 'অব্যয়', 'বিশেষ্য', 'ক্রিয়া', 'অব্যয়', 'বিশেষণ', 'ক্রিয়া']","['তিনি', 'যেই', 'অ্যাপার্টমেন্ট', 'কিনেছিলেন', 'সেইটা', 'চমৎকার', 'ছিল।']"
যেহেতু মানুষটি খুব উঁচু সেহেতু আমরা তাকে স্পর্শ করতে পারি না।,Complex,"['অব্যয়', 'বিশেষ্য', 'বিশেষণ', 'বিশেষণ', 'অব্যয়', 'সর্বনাম', 'সর্বনাম', 'ক্রিয়া', 'ক্রিয়া', 'ক্রিয়া', 'অব্যয়']","['যেহেতু', 'মানুষটি', 'খুব', 'উঁচু', 'সেহেতু', 'আমরা', 'তাকে', 'স্পর্শ', 'করতে', 'পারি', 'না।']"
যিনি খেলতে পারেন না তিনি দুর্বল ছিলেন,Complex,"['অব্যয়', 'ক্রিয়া', 'ক্রিয়া', 'অব্যয়', 'সর্বনাম', 'বিশেষণ', 'ক্রিয়া']","['যিনি', 'খেলতে', 'পারেন', 'না', 'তিনি', 'দুর্বল', 'ছিলেন']"
ছেলেটির জীবন উজ্জ্বল কারার জন্য কঠোর পড়াশোনা করেছিল।,Simple,"['বিশেষ্য', 'বিশেষ্য', 'বিশেষণ', 'বিশেষ্য', 'বিশেষণ', 'বিশেষণ', 'বিশেষ্য', 'ক্রিয়া']","['ছেলেটির', 'জীবন', 'উজ্জ্বল', 'কারার', 'জন্য', 'কঠোর', 'পড়াশোনা', 'করেছিল।']"
জনসন কিছু বই কিনার জন্য নতুন বাজারে গিয়েছিলেন।,Simple,"['বিশেষ্য', 'বিশেষণ', 'বিশেষ্য', 'ক্রিয়া', 'বিশেষণ', 'বিশেষণ', 'বিশেষ্য', 'ক্রিয়া']","['জনসন', 'কিছু', 'বই', 'কিনার', 'জন্য', 'নতুন', 'বাজারে', 'গিয়েছিলেন।']"
অসুস্থ থাকায় ফুটবল খেলতে পারিনি।,Simple,"['বিশেষণ', 'ক্রিয়া', 'বিশেষ্য', 'ক্রিয়া', 'ক্রিয়া']","['অসুস্থ', 'থাকায়', 'ফুটবল', 'খেলতে', 'পারিনি।']"
পুলিশকে দেখে ডাকাত পালিয়ে যায়।,Simple,"['বিশেষ্য', 'ক্রিয়া', 'বিশেষ্য', 'ক্রিয়া', 'ক্রিয়া']","['পুলিশকে', 'দেখে', 'ডাকাত', 'পালিয়ে', 'যায়।']"
আমি একজন ডাক্তারকে চিনি।,Simple,"['সর্বনাম', 'বিশেষণ', 'বিশেষ্য', 'ক্রিয়া']","['আমি', 'একজন', 'ডাক্তারকে', 'চিনি।']"
রুমটি সুন্দরভাবে সজ্জিত ছিল।,Simple,"['বিশেষ্য', 'বিশেষণ', 'ক্রিয়া', 'ক্রিয়া']","['রুমটি', 'সুন্দরভাবে', 'সজ্জিত', 'ছিল।']"
খুব সুন্দর একটা বাড়ি কিনলাম।,Simple,"['বিশেষণ', 'বিশেষণ', 'বিশেষণ', 'বিশেষ্য', 'ক্রিয়া']","['খুব', 'সুন্দর', 'একটা', 'বাড়ি', 'কিনলাম।']"
খুব সুন্দর একটা গাড়ি কিনলাম,Simple,"['বিশেষণ', 'বিশেষণ', 'বিশেষণ', 'বিশেষ্য', 'ক্রিয়া']","['খুব', 'সুন্দর', 'একটা', 'গাড়ি', 'কিনলাম']"
খবরটাা শুধুমাত্র কর্মীদের জন্য,Simple,"['বিশেষ্য', 'বিশেষণ', 'বিশেষ্য', 'বিশেষণ']","['খবরটাা', 'শুধুমাত্র', 'কর্মীদের', 'জন্য']"
তিনি নির্দোষ বলে আদালতে আবেদন করেছেন।,Simple,"['সর্বনাম', 'বিশেষণ', 'অব্যয়', 'বিশেষ্য', 'বিশেষ্য', 'ক্রিয়া']","['তিনি', 'নির্দোষ', 'বলে', 'আদালতে', 'আবেদন', 'করেছেন।']"
আপনি গানের জন্য প্রস্তুত না বলেই সবাইকে জানিয়ে দেওয়া ভালো,Simple,"['সর্বনাম', 'বিশেষ্য', 'বিশেষণ', 'বিশেষণ', 'অব্যয়', 'অব্যয়', 'সর্বনাম', 'ক্রিয়া', 'ক্রিয়া', 'বিশেষণ']","['আপনি', 'গানের', 'জন্য', 'প্রস্তুত', 'না', 'বলেই', 'সবাইকে', 'জানিয়ে', 'দেওয়া', 'ভালো']"
সে বাড়ি না আসলে তার জায়গায় আমি থাকবো,Simple,"['সর্বনাম', 'বিশেষ্য', 'অব্যয়', 'ক্রিয়া', 'সর্বনাম', 'বিশেষ্য', 'সর্বনাম', 'ক্রিয়া']","['সে', 'বাড়ি', 'না', 'আসলে', 'তার', 'জায়গায়', 'আমি', 'থাকবো']"
সন্ধ্যায় পার্কে যাচ্ছি।,Simple,"['বিশেষ্য', 'বিশেষ্য', 'ক্রিয়া']","['সন্ধ্যায়', 'পার্কে', 'যাচ্ছি।']"
আজ সূর্যকে সুন্দর লাগছে।,Simple,"['বিশেষণ', 'বিশেষ্য', 'বিশেষণ', 'ক্রিয়া']","['আজ', 'সূর্যকে', 'সুন্দর', 'লাগছে।']"
আমার খুব ভালোভাবে দেখা হওয়া দিনের কথা মনে আছে।,Simple,"['সর্বনাম', 'বিশেষণ', 'বিশেষণ', 'ক্রিয়া', 'ক্রিয়া', 'বিশেষ্য', 'বিশেষ্য', 'বিশেষ্য', 'ক্রিয়া']","['আমার', 'খুব', 'ভালোভাবে', 'দেখা', 'হওয়া', 'দিনের', 'কথা', 'মনে', 'আছে।']"
নিথির অবস্থা ভালো না থাক স্বত্তেও সে কাজে যাওয়ার সিদ্ধান্ত নিয়েছে।,Simple,"['বিশেষ্য', 'বিশেষ্য', 'বিশেষণ', 'অব্যয়', 'ক্রিয়া', 'অব্যয়', 'সর্বনাম', 'বিশেষ্য', 'ক্রিয়া', 'বিশেষ্য', 'ক্রিয়া']","['নিথির', 'অবস্থা', 'ভালো', 'না', 'থাক', 'স্বত্তেও', 'সে', 'কাজে', 'যাওয়ার', 'সিদ্ধান্ত', 'নিয়েছে।']"
